Number,Time
473813229502337,3546
441074674383199,3406
101186731623493,1680
429841858834177,3610
737776965318401,4734
345347291589211,3015
186650258690059,2221
111452459600837,1701
485143997551637,3688
955312585068211,5215
278674350830597,2742
119738888894783,1999
464583015933451,3585
133152584411233,1904
218565604762303,2387
526682094450319,3776
183539297599883,2187
323577542447947,2979
681030266311249,4355
133842796472459,1852
262385665834291,2635
310027571291419,2840
146436714564587,1927
516857870552851,3821
438547524834479,3415
256046239077323,2578
340734286532179,3051
775539208334447,4561
119589518957611,1767
818642987489113,4665
286909253053249,2792
218559534320459,2360
182580858366593,2140
167568897371137,2097
146951951427007,1937
933792172490347,4999
218465233844419,2426
740350595463203,4452
261056425171387,2658
236281676530771,2453
442952215515527,3511
269900438570491,2640
2601544992588793,8477
7017934839403987,13935
8979643109362333,15915
4505564956972763,11407
9424402873071773,16567
4239844444648361,10803
7982305910720363,14979
4750947266973217,11444
2089748743709519,7533
1789935280906847,7005
2154455358677893,7673
1047751247008787,5427
4420487664356747,11054
6249029320863503,13115
1055492336855087,5326
3435063253462679,9863
4535935206979861,11372
5521137776533553,12622
8971746249820687,16000
1779809692233883,7079
1369960537297361,6100
2734720014024743,8691
6582805815103213,13431
2375984511228547,8180
4136495887120579,10616
7052514393982699,13903
4965521507087507,11897
1136049326992009,5534
2385188249664653,8050
1190667405109489,5712
1305379903091149,6070
6002610006389657,13124
3668129837364277,10292
6360025069157651,13171
7791017181061243,14726
7637888923929067,14489
8957050832900777,15765
1814833093340077,6992
2042822530381631,7516
1530683875558991,6441
3756566013142067,10171
2337415499803379,8070
2246410729417297,7827
1270422703568807,5971
3591800333702839,10158
7888471825555081,15042
2156698291026649,7703
1511448178302841,6412
1790680702418173,6983
2655928746575737,8500
2581035464060533,8402
9698321853806317,16409
1877297139676513,7108
7952275522395011,14766
8160802006898911,14990
1998541772942179,7387
8040217461931849,15235
1134877642131971,5675
3963142019259733,10669
2815143895084511,8948
2646144036545833,8498
1083385645780307,5505
6696331695067727,13550
1122101931798853,5471
2783114817761503,8725
1828655122107659,7046
1113238979318153,5579
1782809232030187,6961
9941969159342149,16546
2146680782520763,7650
10738101184599949,17340
79141575070136669,47243
91951476319218037,54161
70113400727000359,46400
16563975333845377,21970
18104713588402513,22958
12714603148658693,19183
38277896111396401,33457
99894001913493871,54046
23683492690232101,26203
10528361695193659,17412
74636183106798917,46663
55563924450448243,40616
47318416725755743,37106
12479105254998401,19033
10165326676080809,17115
86336583576719687,50281
41313923554954943,34657
19008665297350873,23468
63407770518416081,43068
18390447867155051,23083
83118570327293587,49289
16330175291799643,21829
76595787132204409,48268
60495214905900193,42831
43961188683049427,35764
15570860588599763,21277
30971809880467187,30073
