Number,Time
925812883016948882,5191
642188489403708937,1087
107108401355256366,4755
352251393547134494,5016
936773260459436505,4393
426031029384114155,2051
4311524888904491435,2539
7588983912568237222,6319
9159935121741014758,6977
6274041053063398582,6530
1330749281088973211,1022
2222534453135406888,6285
5134991521551884214,6968
7063076488407860371,1860
4637893749455627752,6512
2784848929453884468,6710
4001341273537455200,6300
5024498183045227162,6135
3436432261023106238,5963
7196948824906242467,1813
6615336237174777172,6131
7460764230829972829,2045
7635163353944320032,7044
6965240834619683239,2193
4365326480217323803,2944
4954699585679128163,1269
3657070911178035984,6776
8710952802130800309,4410
4945926731636160788,6371
1427966678525360854,5539
9703807260633340618,6571
1563642282472162668,6118
5945832815858130745,3405
6721439119422026197,1936
3331925679085546301,1729
9768040707533486902,7005
2391773117270769048,6657
8450382228614289184,6477
2921686911372164654,5893
9632141910275978180,7235
4724584274586971598,6934
8856904226897823740,7271
2863491452667045767,2170
6660043226194484324,6368
6713440548893087706,7313
8859313542537007483,1217
1602850567745430987,3295
7586782498061219994,7482
5361483375001776582,7355
8867566394478806857,1149
7811439381114434822,6356
2004056378111595925,2858
4749756522993968277,3981
7248263520954849503,2159
4846932433400521792,5909
9199016681492610882,7772
8387212015541737622,6514
2036741458912563556,5654
3901876311513162547,1506
1310570467063698959,1200
8570367933676662000,7637
5313285959964305290,6788
1659124515191511213,3479
6911757674550088017,4783
4856791949244773283,3772
7297824627210204005,2903
4670781042493118121,3550
4925676967540266228,6974
6297113452848358638,7237
7122820675714923693,3821
4717883183989121992,5983
6293718638682780898,6200
6863603280366753595,2704
3224378533854010155,4956
3737669208021259780,6318
5342270611681360083,3714
19885728518423587001,3370
90998800311260352444,8949
65449184304005404881,5175
51623924520452253730,8294
53180764335961572288,8561
48017851108102471925,4592
72409787777507241500,8357
12009472494598628918,6959
70543259854815914902,7901
80274799627783648749,4739
39586572425609979109,1282
69174116944176533781,4845
78412415529182187110,8894
89048131586557648520,8421
41439274464165203688,8306
53400883807834099531,1306
28594836132480507670,8313
61918431978644455469,1550
11347414546487300626,6462
25686023042300246701,1485
16394019543727820662,6833
65692159634700475014,8886
54210196750137110814,8790
40348773939858809683,1416
56096298831100308724,7496
69418151136071996681,1415
35965604478372175874,7446
38562515907661036019,1498
29023706102524655766,8251
65812822985224010849,1838
68479937598175941263,1350
77494419724918536755,3706
45827184727513495600,8191
23722292944742524710,8498
10889793634736320955,3830
71500609178863827782,7813
49568238084699457568,7323
69192667266909811971,4816
15551971437894888136,6968
54556054988462336191,1345
54393522628185403085,3379
80628390880650224298,9010
30676676423315031801,4181
34088611115800685149,1863
98610419438459089912,7941
86696959651797284075,4545
43876266509444224811,1681
59208701744101595683,1941
71578964642932976254,7809
74594156014344875836,7743
25936828619589555002,7469
13279043873515823870,7292
82789460286198793786,7944
63104264361289921705,3800
69300477108264923208,8717
69779639013182524795,3419
47072517610453979987,3057
57868640922910206579,4619
54381251445860408145,5807
21047507503730277260,7545
76489814703156328258,7911
17740971343541226234,7859
91536912923409322784,7844
81373565260590289037,2058
16153708466835123784,6610
38880453517090153245,5686
98725022915437974424,7954
59586131304576539603,1506
44126093380830353946,8481
98089028398523748287,2278
915060078949503342821,3717
570919758932157970170,11404
767349432487339222142,9750
206194355132011793104,8712
279575605455838469727,5674
223049259273436116433,2595
420795279902018781710,10050
234377597730614802982,9402
503211395877107833503,6632
341936113667257891997,1714
535751553813625428320,10112
933205349434566188628,11344
795741609202870648898,9700
851048909354589718485,7402
861011831600005553212,9617
889513781885782644617,2791
851886581263055263032,10797
492832344175895487395,4112
812971274948738157120,11531
326483403157529449699,3539
952720660652846449833,7135
172428986841053024617,2037
928663436339783451050,10689
400579201305911282636,8873
